filepath,sign_id,subject_id,repetition,fps,frames,width,height
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_009_005.mp4,12,9,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_001.mp4,12,10,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_002.mp4,12,10,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_003.mp4,12,10,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_004.mp4,12,10,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_005.mp4,12,10,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_001.mp4,13,1,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_002.mp4,13,1,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_003.mp4,13,1,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_004.mp4,13,1,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_005.mp4,13,1,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_001.mp4,13,2,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_002.mp4,13,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_003.mp4,13,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_004.mp4,13,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_002_005.mp4,13,2,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_003_001.mp4,13,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_003_002.mp4,13,3,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_003_003.mp4,13,3,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_003_004.mp4,13,3,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_003_005.mp4,13,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_004_001.mp4,13,4,1,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_004_002.mp4,13,4,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_004_003.mp4,13,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_004_004.mp4,13,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_004_005.mp4,13,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_001.mp4,13,5,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_002.mp4,13,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_003.mp4,13,5,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_004.mp4,13,5,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_005.mp4,13,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_006_001.mp4,13,6,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_006_002.mp4,13,6,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_006_003.mp4,13,6,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_006_004.mp4,13,6,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_006_005.mp4,13,6,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_001.mp4,13,7,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_002.mp4,13,7,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_003.mp4,13,7,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_004.mp4,13,7,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_005.mp4,13,7,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_001.mp4,13,8,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_002.mp4,13,8,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_003.mp4,13,8,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_004.mp4,13,8,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_008_005.mp4,13,8,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_001.mp4,13,9,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_002.mp4,13,9,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_003.mp4,13,9,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_004.mp4,13,9,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_009_005.mp4,13,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_010_001.mp4,13,10,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_010_002.mp4,13,10,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_010_003.mp4,13,10,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_010_004.mp4,13,10,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_010_005.mp4,13,10,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_001.mp4,14,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_002.mp4,14,1,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_003.mp4,14,1,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_004.mp4,14,1,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_005.mp4,14,1,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_001.mp4,14,2,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_002.mp4,14,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_003.mp4,14,2,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_004.mp4,14,2,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_005.mp4,14,2,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_001.mp4,14,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_002.mp4,14,3,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_003.mp4,14,3,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_004.mp4,14,3,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_005.mp4,14,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_001.mp4,14,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_002.mp4,14,4,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_003.mp4,14,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_004.mp4,14,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_005.mp4,14,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_001.mp4,14,5,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_002.mp4,14,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_003.mp4,14,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_004.mp4,14,5,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_005_005.mp4,14,5,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_001.mp4,14,6,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_002.mp4,14,6,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_003.mp4,14,6,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_004.mp4,14,6,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_005.mp4,14,6,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_007_001.mp4,14,7,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_007_002.mp4,14,7,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_007_003.mp4,14,7,3,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_007_004.mp4,14,7,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_007_005.mp4,14,7,5,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_001.mp4,14,8,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_002.mp4,14,8,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_003.mp4,14,8,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_004.mp4,14,8,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_005.mp4,14,8,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_009_001.mp4,14,9,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_009_002.mp4,14,9,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_009_003.mp4,14,9,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_009_004.mp4,14,9,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_009_005.mp4,14,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_001.mp4,14,10,1,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_002.mp4,14,10,2,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_003.mp4,14,10,3,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_004.mp4,14,10,4,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_005.mp4,14,10,5,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_001.mp4,15,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_002.mp4,15,1,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_003.mp4,15,1,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_004.mp4,15,1,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_005.mp4,15,1,5,59.94,178,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_002_001.mp4,15,2,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_002_002.mp4,15,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_002_003.mp4,15,2,3,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_002_004.mp4,15,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_002_005.mp4,15,2,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_001.mp4,15,3,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_002.mp4,15,3,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_003.mp4,15,3,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_004.mp4,15,3,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_005.mp4,15,3,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_001.mp4,15,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_002.mp4,15,4,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_003.mp4,15,4,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_004.mp4,15,4,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_004_005.mp4,15,4,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_001.mp4,15,5,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_002.mp4,15,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_003.mp4,15,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_004.mp4,15,5,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_005.mp4,15,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_001.mp4,15,6,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_002.mp4,15,6,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_003.mp4,15,6,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_004.mp4,15,6,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_005.mp4,15,6,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_007_001.mp4,15,7,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_007_002.mp4,15,7,2,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_007_003.mp4,15,7,3,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_007_004.mp4,15,7,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_007_005.mp4,15,7,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_008_001.mp4,15,8,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_008_002.mp4,15,8,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_008_003.mp4,15,8,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_008_004.mp4,15,8,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_008_005.mp4,15,8,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_001.mp4,15,9,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_002.mp4,15,9,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_003.mp4,15,9,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_004.mp4,15,9,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_005.mp4,15,9,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_010_001.mp4,15,10,1,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_010_002.mp4,15,10,2,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_010_003.mp4,15,10,3,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_010_004.mp4,15,10,4,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_010_005.mp4,15,10,5,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_001_001.mp4,16,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_001_002.mp4,16,1,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_001_003.mp4,16,1,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_001_004.mp4,16,1,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_001_005.mp4,16,1,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_001.mp4,16,2,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_002.mp4,16,2,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_003.mp4,16,2,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_004.mp4,16,2,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_002_005.mp4,16,2,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_001.mp4,16,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_002.mp4,16,3,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_003.mp4,16,3,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_004.mp4,16,3,4,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_003_005.mp4,16,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_001.mp4,16,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_002.mp4,16,4,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_003.mp4,16,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_004.mp4,16,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_005.mp4,16,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_001.mp4,16,5,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_002.mp4,16,5,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_003.mp4,16,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_004.mp4,16,5,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_005.mp4,16,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_001.mp4,16,6,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_002.mp4,16,6,2,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_003.mp4,16,6,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_004.mp4,16,6,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_005.mp4,16,6,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_007_001.mp4,16,7,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_007_002.mp4,16,7,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_007_003.mp4,16,7,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_007_004.mp4,16,7,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_007_005.mp4,16,7,5,59.94,148,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_001.mp4,16,8,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_002.mp4,16,8,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_003.mp4,16,8,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_004.mp4,16,8,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_008_005.mp4,16,8,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_001.mp4,16,9,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_002.mp4,16,9,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_003.mp4,16,9,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_004.mp4,16,9,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_009_005.mp4,16,9,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_001.mp4,16,10,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_002.mp4,16,10,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_003.mp4,16,10,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_004.mp4,16,10,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_005.mp4,16,10,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_001.mp4,17,1,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_002.mp4,17,1,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_003.mp4,17,1,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_004.mp4,17,1,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_005.mp4,17,1,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_001.mp4,17,2,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_002.mp4,17,2,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_003.mp4,17,2,3,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_004.mp4,17,2,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_005.mp4,17,2,5,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_001.mp4,17,3,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_002.mp4,17,3,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_003.mp4,17,3,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_004.mp4,17,3,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_003_005.mp4,17,3,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_001.mp4,17,4,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_002.mp4,17,4,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_003.mp4,17,4,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_004.mp4,17,4,4,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_005.mp4,17,4,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_005_001.mp4,17,5,1,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_005_002.mp4,17,5,2,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_005_003.mp4,17,5,3,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_005_004.mp4,17,5,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_005_005.mp4,17,5,5,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_006_001.mp4,17,6,1,59.94,118,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_006_002.mp4,17,6,2,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_006_003.mp4,17,6,3,59.94,58,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_006_004.mp4,17,6,4,59.94,88,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_006_005.mp4,17,6,5,59.94,88,1920,1080
