sequence_path,label
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_004_001.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_004_002.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_004_003.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_004_004.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_004_005.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_005_001.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_005_002.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_005_003.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_005_004.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_005_005.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_006_001.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_006_002.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_006_003.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_006_004.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_006_005.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_007_001.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_007_002.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_007_003.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_007_004.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\017_007_005.npy,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_001_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_001_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_001_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_001_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_001_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_002_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_002_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_002_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_002_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_002_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_003_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_003_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_003_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_003_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_003_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_004_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_004_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_004_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_004_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_004_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_005_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_005_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_005_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_005_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_005_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_006_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_006_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_006_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_006_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_006_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_007_001.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_007_002.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_007_003.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_007_004.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\018_007_005.npy,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_001_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_001_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_001_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_001_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_001_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_002_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_002_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_002_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_002_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_002_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_003_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_003_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_003_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_003_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_003_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_004_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_004_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_004_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_004_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_004_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_005_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_005_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_005_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_005_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_005_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_006_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_006_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_006_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_006_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_006_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_007_001.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_007_002.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_007_003.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_007_004.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\019_007_005.npy,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_001_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_001_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_001_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_001_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_001_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_002_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_002_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_002_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_002_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_002_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_003_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_003_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_003_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_003_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_003_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_004_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_004_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_004_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_004_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_004_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_005_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_005_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_005_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_005_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_005_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_006_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_006_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_006_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_006_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_006_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_007_001.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_007_002.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_007_003.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_007_004.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\020_007_005.npy,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_001_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_001_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_001_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_001_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_001_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_002_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_002_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_002_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_002_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_002_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_003_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_003_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_003_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_003_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_003_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_004_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_004_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_004_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_004_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_004_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_005_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_005_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_005_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_005_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_005_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_006_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_006_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_006_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_006_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_006_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_007_001.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_007_002.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_007_003.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_007_004.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\021_007_005.npy,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_001_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_001_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_001_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_001_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_001_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_002_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_002_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_002_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_002_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_002_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_003_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_003_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_003_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_003_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_003_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_004_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_004_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_004_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_004_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_004_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_005_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_005_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_005_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_005_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_005_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_006_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_006_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_006_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_006_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_006_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_007_001.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_007_002.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_007_003.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_007_004.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\022_007_005.npy,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_001_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_001_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_001_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_001_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_001_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_002_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_002_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_002_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_002_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_002_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_003_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_003_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_003_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_003_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_003_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_004_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_004_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_004_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_004_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_004_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_005_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_005_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_005_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_005_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_005_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_006_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_006_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_006_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_006_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_006_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_007_001.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_007_002.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_007_003.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_007_004.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\023_007_005.npy,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_001_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_001_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_001_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_001_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_001_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_002_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_002_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_002_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_002_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_002_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_003_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_003_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_003_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_003_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_003_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_004_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_004_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_004_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_004_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_004_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_005_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_005_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_005_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_005_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_005_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_006_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_006_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_006_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_006_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_006_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_007_001.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_007_002.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_007_003.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_007_004.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\024_007_005.npy,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_001_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_001_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_001_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_001_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_001_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_002_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_002_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_002_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_002_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_002_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_003_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_003_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_003_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_003_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_003_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_004_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_004_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_004_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_004_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_004_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_005_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_005_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_005_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_005_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_005_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_006_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_006_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_006_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_006_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_006_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_007_001.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_007_002.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_007_003.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_007_004.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\025_007_005.npy,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\026_001_001.npy,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\026_001_002.npy,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\026_001_003.npy,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\processed\sequences\026_001_004.npy,25
