video_path,label
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_008_002.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_002_005.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_005_002.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_010_005.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_003_002.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_005_005.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_005_004.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_008_004.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_003_004.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_009_005.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_004.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_004.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_005.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_008_005.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_002_001.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_002_003.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_001_001.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_006_003.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_004_004.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_004_005.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_008_002.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_004_002.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_009_001.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_001_002.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_006_004.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_003.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_010_001.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_003_002.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_001_002.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_001_003.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_006_005.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_009_003.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_003_004.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_005_004.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_006_003.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_004.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_004_003.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_003_005.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_001.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_001_001.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_002.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_003_001.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_003_004.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_001_002.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\049_001_004.mp4,48
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_004_004.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_004_003.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_010_005.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_002.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_001_004.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_009_001.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_002.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_007_002.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_001_003.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_005_002.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\049_005_004.mp4,48
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_010_005.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_004_002.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_006_003.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_005_004.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_006_002.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_004.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_002_003.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_002.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_004_004.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_007_003.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_009_004.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_004_005.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_002.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_001_002.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_009_001.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_004_004.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_001_001.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_005_001.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_008_003.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_009_005.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_009_005.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_006_005.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_001_001.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_003_003.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\027_008_002.mp4,26
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_010_001.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_009_003.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_009_002.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_008_005.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_008_004.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_001_004.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_006_002.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_003_003.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_003_002.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_001_002.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_005_001.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_005_002.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_006_005.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_010_003.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_009_005.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_004_003.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_002_003.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_002_003.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_009_003.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_007_001.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_003_002.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_003_003.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_005_005.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_010_001.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_010_005.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_010_001.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_007_004.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_005.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_001_001.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_007_001.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_006_005.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_005_004.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_005.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_003_002.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_001_003.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_005_001.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_001_005.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_003_003.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_001.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_001_001.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_002.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_002.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_008_003.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_006_001.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_010_002.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_010_003.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_009_003.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_007_004.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\027_004_002.mp4,26
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_001_002.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_006_005.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_001_005.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_001_001.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_009_004.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_008_004.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_003_003.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_001_004.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_008_001.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_006_003.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_006_003.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_001_005.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_004_005.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_004_005.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_001_004.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_005.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_002.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_010_001.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_007_002.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_003_003.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_002_004.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_003_005.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_002_002.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_005.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_006_005.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_009_004.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_002_001.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_009_005.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_010_005.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_006_004.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_005_004.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_001_002.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\016_004_003.mp4,15
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_009_002.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_002.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_010_002.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\058_001_003.mp4,57
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_001_004.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_010_001.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_007_003.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\033_005_001.mp4,32
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_009_001.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_004_004.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_002_001.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_001_004.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_010_004.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_009_002.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_009_005.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_002_004.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_008_005.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_004.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_001_005.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\009_010_004.mp4,8
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_001_003.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_002_004.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_001_004.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_001_005.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_008_004.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_005_002.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_009_003.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_008_001.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_010_001.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_005.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_002.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_006_004.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_009_003.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_006_003.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_005_003.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_005.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_002_003.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_009_004.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_005_005.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_010_004.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\031_004_005.mp4,30
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_005_002.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_001_001.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\018_007_002.mp4,17
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_002_004.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_003_005.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_004.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\022_002_004.mp4,21
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_007_003.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_001_001.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_009_003.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_002_002.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\064_001_002.mp4,63
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_003_004.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_007_003.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_001.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\040_007_001.mp4,39
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_010_004.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_006_002.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_005_002.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_005.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\036_001_001.mp4,35
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_006_005.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\043_009_002.mp4,42
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\003_003_004.mp4,2
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_003_002.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_007_004.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\001_009_005.mp4,0
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_004.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_004_005.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_009_001.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_005_002.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\038_009_001.mp4,37
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_005_003.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_001.mp4,54
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\034_010_001.mp4,33
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_009_003.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_002_001.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\042_006_005.mp4,41
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_005_001.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_007_004.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_010_004.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\032_002_005.mp4,31
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\037_006_005.mp4,36
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_008_003.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_003.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_005_004.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_010_001.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\059_002_005.mp4,58
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\044_005_002.mp4,43
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_002.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_002.mp4,50
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\010_007_001.mp4,9
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_003.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_001_001.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_002_003.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\048_007_001.mp4,47
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_002_004.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\005_008_004.mp4,4
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\025_003_005.mp4,24
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_005_005.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_002.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\045_001_004.mp4,44
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_003_005.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_001_004.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_007_001.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\020_005_005.mp4,19
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\030_005_002.mp4,29
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_004_004.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_007_002.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_006_004.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\006_003_003.mp4,5
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\015_006_001.mp4,14
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_001_002.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_008_002.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_010_005.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_003.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_001.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_001.mp4,52
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_009_002.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_002_004.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_001.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\061_002_004.mp4,60
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\039_007_003.mp4,38
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\047_004_004.mp4,46
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_002_005.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\041_010_004.mp4,40
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\021_007_004.mp4,20
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_001.mp4,53
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\060_010_003.mp4,59
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\014_004_002.mp4,13
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\023_005_005.mp4,22
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\046_007_001.mp4,45
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_009_002.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\012_002_005.mp4,11
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\027_004_001.mp4,26
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\013_007_003.mp4,12
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_006_003.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\063_001_003.mp4,62
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\026_009_002.mp4,25
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_004_001.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\017_002_004.mp4,16
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\049_001_005.mp4,48
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_003_001.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\007_002_004.mp4,6
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\056_002_001.mp4,55
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_005_004.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\035_003_005.mp4,34
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\019_006_004.mp4,18
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_007_002.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_002.mp4,51
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\011_001_005.mp4,10
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\024_002_002.mp4,23
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\008_002_001.mp4,7
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\050_009_004.mp4,49
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\004_010_002.mp4,3
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\029_004_001.mp4,28
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\002_010_005.mp4,1
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\057_010_002.mp4,56
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\028_008_005.mp4,27
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\062_002_004.mp4,61
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_004.mp4,54
